ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,days_since_lastorder,status,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,contactlastname,contactfirstname,dealsize
10340,55,79.98,8,4398.9,2019-11-24,1719,shipped,motorcycles,76,s24_2000,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10363,21,171.22,8,3595.62,2020-01-06,1677,shipped,motorcycles,76,s24_2000,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",espoo,fin-02271,finland,suominen,kalle,medium
10375,23,106.23,9,2443.29,2020-02-03,1650,shipped,motorcycles,76,s24_2000,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10389,49,81.4,2,3988.6,2020-03-03,1622,shipped,motorcycles,76,s24_2000,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10402,59,87.6,3,5168.4,2020-04-07,1588,shipped,motorcycles,76,s24_2000,auto canal petit,(1) 47.55.6555,"25, rue lauriston",paris,75016,france,perrier,dominique,medium
10416,32,87.6,1,2803.2,2020-05-10,1556,shipped,motorcycles,76,s24_2000,l'ordine souveniers,0522-556555,strada provinciale 124,reggio emilia,42100,italy,moroni,maurizio,small
10105,43,147.47,9,6341.21,2018-02-11,2376,shipped,ships,122,s24_2011,danish wholesale imports,31 12 3555,vinb'ltet 34,kobenhavn,1734,denmark,petersen,jytte,medium
10117,41,126.58,3,5189.78,2018-04-16,2313,shipped,ships,122,s24_2011,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10129,45,133.95,9,6027.75,2018-06-12,2257,shipped,ships,122,s24_2011,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,medium
10142,33,102.0,6,3366.0,2018-08-08,2201,shipped,ships,122,s24_2011,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10153,40,136.41,5,5456.4,2018-09-28,2151,shipped,ships,122,s24_2011,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10167,33,115.52,16,3812.16,2018-10-23,2127,cancelled,ships,122,s24_2011,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10177,50,121.66,7,6083.0,2018-11-07,2113,shipped,ships,122,s24_2011,caf imports,+34 913 728 555,"merchants house, 27-30 merchant's quay",madrid,28023,spain,fernandez,jesus,medium
10185,30,105.69,7,3170.7,2018-11-14,2107,shipped,ships,122,s24_2011,mini creations ltd.,5085559555,4575 hillside dr.,new bedford,50553,usa,tam,wing c,medium
10197,41,110.6,13,4534.6,2018-11-26,2096,shipped,ships,122,s24_2011,enaco distributors,(93) 203 4555,"rambla de catalu¤a, 23",barcelona,8022,spain,saavedra,eduardo,medium
10208,35,122.89,7,4301.15,2019-01-02,2060,shipped,ships,122,s24_2011,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10221,49,138.87,1,6804.63,2019-02-18,2014,shipped,ships,122,s24_2011,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,medium
10232,46,122.89,4,5652.94,2019-03-20,1985,shipped,ships,122,s24_2011,giftsbymail.co.uk,(198) 555-8888,garden house crowther way,cowes,po31 7pj,uk,bennett,helen,medium
10248,48,145.01,10,6960.48,2019-05-07,1938,cancelled,ships,122,s24_2011,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,medium
10261,36,125.35,8,4512.6,2019-06-17,1898,shipped,ships,122,s24_2011,quebec home shopping network,(514) 555-8054,43 rue st. laurent,montreal,h1j 1c3,canada,fresnisre,jean,medium
10273,22,126.58,11,2784.76,2019-07-21,1865,shipped,ships,122,s24_2011,petit auto,(02) 5554 67,rue joseph-bens 532,bruxelles,b-1180,belgium,dewey,catherine,small
10283,42,126.58,13,5316.36,2019-08-20,1836,shipped,ships,122,s24_2011,"royal canadian collectables, ltd.",(604) 555-4555,23 tsawassen blvd.,tsawassen,t2f 8m4,canada,lincoln,elizabeth,medium
10293,21,140.09,2,2941.89,2019-09-09,1817,shipped,ships,122,s24_2011,amica models & co.,011-4988555,via monte bianco 34,torino,10100,italy,accorti,paolo,small
10306,29,110.6,7,3207.4,2019-10-14,1783,shipped,ships,122,s24_2011,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10315,35,120.43,6,4215.05,2019-10-29,1769,shipped,ships,122,s24_2011,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10326,41,105.69,4,4333.29,2019-11-09,1759,shipped,ships,122,s24_2011,"volvo model replicas, co",0921-12 3555,berguvsvgen  8,lule,s-958 22,sweden,berglund,christina,medium
10337,29,71.97,4,2087.13,2019-11-21,1748,shipped,ships,122,s24_2011,classic legends inc.,2125558493,5905 pompton st.,nyc,10022,usa,hernandez,maria,small
10350,34,50.33,7,1711.22,2019-12-02,1738,shipped,ships,122,s24_2011,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10372,37,105.69,8,3910.53,2020-01-26,1684,shipped,ships,122,s24_2011,"tokyo collectables, ltd",+81 3 3584 0555,2-2-8 roppongi,minato-ku,106-0032,japan,shimamura,akiko,medium
10396,49,116.75,6,5720.75,2020-03-23,1628,shipped,ships,122,s24_2011,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10414,23,145.01,10,3335.23,2020-05-06,1585,on hold,ships,122,s24_2011,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,medium
10101,46,53.76,2,2472.96,2018-01-09,2434,shipped,vintage cars,44,s24_2022,"blauer see auto, co.",+49 69 66 90 2555,lyonerstr. 34,frankfurt,60528,germany,keitel,roland,small
10110,39,44.35,2,1729.65,2018-03-18,2367,shipped,vintage cars,44,s24_2022,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10124,22,45.25,1,995.5,2018-05-21,2304,shipped,vintage cars,44,s24_2022,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10149,49,49.28,6,2414.72,2018-09-12,2191,shipped,vintage cars,44,s24_2022,signal collectibles ltd.,4155554312,2793 furth circle,brisbane,94217,usa,taylor,sue,small
10173,27,41.22,8,1112.94,2018-11-05,2138,shipped,vintage cars,44,s24_2022,rovelli gifts,035-640555,via ludovico il moro 22,bergamo,24100,italy,rovelli,giovanni,small
10182,31,36.74,5,1138.94,2018-11-12,2132,shipped,vintage cars,44,s24_2022,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10193,20,50.62,9,1012.4,2018-11-21,2124,shipped,vintage cars,44,s24_2022,"australian collectables, ltd",61-9-3844-6555,7 allen street,glen waverly,3150,australia,connery,sean,small
10205,24,38.08,4,913.92,2018-12-03,2113,shipped,vintage cars,44,s24_2022,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10214,49,47.94,2,2349.06,2019-01-26,2060,shipped,vintage cars,44,s24_2022,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,small
10227,24,48.38,5,1161.12,2019-03-02,2026,shipped,vintage cars,44,s24_2022,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,small
10244,39,45.25,9,1764.75,2019-04-29,1969,shipped,vintage cars,44,s24_2022,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10255,37,45.7,2,1690.9,2019-06-04,1934,shipped,vintage cars,44,s24_2022,mini caravy,88.60.1555,"24, place kluber",strasbourg,67000,france,citeaux,frederique,small
10280,45,47.49,11,2137.05,2019-08-17,1861,shipped,vintage cars,44,s24_2022,amica models & co.,011-4988555,via monte bianco 34,torino,10100,italy,accorti,paolo,small
10289,45,48.38,4,2177.1,2019-09-03,1845,shipped,vintage cars,44,s24_2022,herkku gifts,+47 2267 3215,"drammen 121, pr 744 sentrum",bergen,n 5804,norway,oeztan,veysel,small
10304,44,39.42,15,1734.48,2019-10-11,1808,shipped,vintage cars,44,s24_2022,auto assoc. & cie.,30.59.8555,"67, avenue de l'europe",versailles,78000,france,tonini,daniel,small
10312,23,37.63,12,865.49,2019-10-21,1799,shipped,vintage cars,44,s24_2022,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10322,30,116.67,4,3500.1,2019-11-04,1786,shipped,vintage cars,44,s24_2022,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10332,26,85.52,10,2223.52,2019-11-17,1774,shipped,vintage cars,44,s24_2022,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,small
10345,43,53.76,1,2311.68,2019-11-25,1767,shipped,vintage cars,44,s24_2022,atelier graphique,40.32.2555,"54, rue royale",nantes,44000,france,schmitt,carine,small
10356,26,31.86,7,828.36,2019-12-09,1754,shipped,vintage cars,44,s24_2022,lyon souveniers,+33 1 46 62 7555,27 rue du colonel pierre avia,paris,75508,france,da cunha,daniel,small
10367,28,30.59,12,856.52,2020-01-12,1721,resolved,vintage cars,44,s24_2022,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,small
10380,27,68.35,5,1845.45,2020-02-16,1687,shipped,vintage cars,44,s24_2022,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10391,24,168.42,1,4042.08,2020-03-09,1666,shipped,vintage cars,44,s24_2022,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,medium
10421,40,45.7,2,1828.0,2020-05-29,1586,in process,vintage cars,44,s24_2022,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10103,36,102.23,1,3680.28,2018-01-29,2438,shipped,trucks and buses,127,s24_2300,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,medium
10114,21,139.29,5,2925.09,2018-04-01,2377,shipped,trucks and buses,127,s24_2300,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",paris,75012,france,bertrand,marie,small
10126,27,126.51,1,3415.77,2018-05-28,2321,shipped,trucks and buses,127,s24_2300,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,medium
10140,47,108.62,1,5105.14,2018-07-24,2265,shipped,trucks and buses,127,s24_2300,technics stores inc.,6505556809,9408 furth circle,burlingame,94217,usa,hirano,juri,medium
10151,42,121.4,8,5098.8,2018-09-21,2207,shipped,trucks and buses,127,s24_2300,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,medium
10165,32,145.68,17,4661.76,2018-10-22,2177,shipped,trucks and buses,127,s24_2300,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,medium
10175,28,106.07,6,2969.96,2018-11-06,2163,shipped,trucks and buses,127,s24_2300,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,small
10184,24,145.68,11,3496.32,2018-11-14,2156,shipped,trucks and buses,127,s24_2300,"iberia gift imports, corp.",(95) 555 82 82,"c/ romero, 33",sevilla,41101,spain,roel,jose pedro,medium
10194,49,117.57,1,5760.93,2018-11-25,2146,shipped,trucks and buses,127,s24_2300,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10207,46,148.24,12,6819.04,2018-12-09,2133,shipped,trucks and buses,127,s24_2300,diecast collectables,6175552555,6251 ingle ln.,boston,51003,usa,franco,valarie,medium
10217,28,112.46,1,3148.88,2019-02-04,2077,shipped,trucks and buses,127,s24_2300,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,medium
10229,48,118.84,6,5704.32,2019-03-11,2043,shipped,trucks and buses,127,s24_2300,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10246,29,121.4,10,3520.6,2019-05-05,1989,shipped,trucks and buses,127,s24_2300,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10259,47,112.46,9,5285.62,2019-06-15,1949,shipped,trucks and buses,127,s24_2300,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,medium
10271,43,130.35,10,5605.05,2019-07-20,1915,shipped,trucks and buses,127,s24_2300,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10281,25,111.18,6,2779.5,2019-08-19,1886,shipped,trucks and buses,127,s24_2300,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,small
10291,48,112.46,1,5398.08,2019-09-08,1867,shipped,trucks and buses,127,s24_2300,scandinavian gift ideas,0695-34 6555,?kergatan 24,boras,s-844 67,sweden,larsson,maria,medium
10305,24,132.9,10,3189.6,2019-10-13,1833,shipped,trucks and buses,127,s24_2300,marta's replicas co.,6175558555,39323 spinnaker dr.,cambridge,51247,usa,hernandez,marta,medium
10313,42,132.9,4,5581.8,2019-10-22,1825,shipped,trucks and buses,127,s24_2300,canadian gift exchange network,(604) 555-3392,1900 oak st.,vancouver,v3f 2k1,canada,tannamuri,yoshi,medium
10324,31,123.24,2,3820.44,2019-11-05,1812,shipped,trucks and buses,127,s24_2300,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,medium
10334,42,131.62,5,5528.04,2019-11-19,1799,on hold,trucks and buses,127,s24_2300,"volvo model replicas, co",0921-12 3555,berguvsvgen  8,lule,s-958 22,sweden,berglund,christina,medium
10348,37,161.66,1,5981.42,2019-11-01,1818,shipped,trucks and buses,127,s24_2300,"corrida auto replicas, ltd",(91) 555 22 82,"c/ araquil, 67",madrid,28023,spain,sommer,mart¡n,medium
10358,41,138.65,7,5684.65,2019-12-10,1780,shipped,trucks and buses,127,s24_2300,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10371,20,172.47,5,3449.4,2020-01-23,1737,shipped,trucks and buses,127,s24_2300,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10382,20,132.72,3,2654.4,2020-02-17,1713,shipped,trucks and buses,127,s24_2300,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10412,70,121.4,10,8498.0,2020-05-03,1638,shipped,trucks and buses,127,s24_2300,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,large
10425,49,112.46,9,5510.54,2020-05-31,1611,in process,trucks and buses,127,s24_2300,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,medium
10108,35,58.87,15,2060.45,2018-03-03,2432,shipped,motorcycles,69,s24_2360,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,small
10121,32,76.88,2,2460.16,2018-05-07,2368,shipped,motorcycles,69,s24_2360,reims collectables,26.47.1555,59 rue de l'abbaye,reims,51100,france,henriot,paul,small
10135,29,61.64,16,1787.56,2018-07-02,2313,shipped,motorcycles,69,s24_2360,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10145,27,60.95,3,1645.65,2018-08-25,2260,shipped,motorcycles,69,s24_2360,toys4grownups.com,6265557265,78934 hillside dr.,pasadena,90003,usa,young,julie,small
10169,38,74.11,11,2816.18,2018-11-04,2190,shipped,motorcycles,69,s24_2360,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,small
10180,35,72.03,6,2521.05,2018-11-11,2184,shipped,motorcycles,69,s24_2360,daedalus designs imports,20.16.1555,"184, chausse de tournai",lille,59000,france,rance,martine,small
10190,42,76.19,3,3199.98,2018-11-19,2177,shipped,motorcycles,69,s24_2360,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10211,21,63.72,11,1338.12,2019-01-15,2121,shipped,motorcycles,69,s24_2360,auto canal petit,(1) 47.55.6555,"25, rue lauriston",paris,75016,france,perrier,dominique,small
10224,37,80.34,4,2972.58,2019-02-21,2085,shipped,motorcycles,69,s24_2360,daedalus designs imports,20.16.1555,"184, chausse de tournai",lille,59000,france,rance,martine,small
10237,26,79.65,4,2070.9,2019-04-05,2043,shipped,motorcycles,69,s24_2360,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,small
10252,47,65.8,8,3092.6,2019-05-26,1993,shipped,motorcycles,69,s24_2360,auto canal petit,(1) 47.55.6555,"25, rue lauriston",paris,75016,france,perrier,dominique,medium
10264,37,65.1,6,2408.7,2019-06-30,1959,shipped,motorcycles,69,s24_2360,gifts4allages.com,6175559555,8616 spinnaker dr.,boston,51003,usa,yoshido,juri,small
10276,46,75.49,12,3472.54,2019-08-02,1927,shipped,motorcycles,69,s24_2360,online mini collectables,6175557555,7635 spinnaker dr.,brickhaven,58339,usa,barajas,miguel,medium
10285,38,59.56,3,2263.28,2019-08-27,1903,shipped,motorcycles,69,s24_2360,marta's replicas co.,6175558555,39323 spinnaker dr.,cambridge,51247,usa,hernandez,marta,small
10299,33,66.49,6,2194.17,2019-09-30,1870,shipped,motorcycles,69,s24_2360,"toys of finland, co.",90-224 8555,keskuskatu 45,helsinki,21240,finland,karttunen,matti,small
10309,24,56.1,2,1346.4,2019-10-15,1856,shipped,motorcycles,69,s24_2360,baane mini imports,07-98 9555,erling skakkes gate 78,stavern,4110,norway,bergulfsen,jonas,small
10319,31,81.73,7,2533.63,2019-11-03,1838,shipped,motorcycles,69,s24_2360,microscale inc.,2125551957,5290 north pendale street,nyc,10022,usa,kuo,kee,small
10330,42,81.03,1,3403.26,2019-11-16,1826,shipped,motorcycles,69,s24_2360,cruz & sons co.,+63 2 555 3587,15 mccallum street - natwest center #13-03,makati city,1227 mm,philippines,cruz,arnold,medium
10341,32,103.35,6,3307.2,2019-11-24,1819,shipped,motorcycles,69,s24_2360,salzburg collectables,6562-9555,geislweg 14,salzburg,5020,austria,pipps,georg,medium
10355,41,70.65,3,2896.65,2019-12-07,1807,shipped,motorcycles,69,s24_2360,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10363,43,61.23,14,2632.89,2020-01-06,1778,shipped,motorcycles,69,s24_2360,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",espoo,fin-02271,finland,suominen,kalle,small
10375,20,102.3,14,2046.0,2020-02-03,1751,shipped,motorcycles,69,s24_2360,la rochelle gifts,40.67.8555,"67, rue des cinquante otages",nantes,44000,france,labrune,janine,small
10390,35,65.13,4,2279.55,2020-03-04,1722,shipped,motorcycles,69,s24_2360,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10403,27,79.65,4,2150.55,2020-04-08,1688,shipped,motorcycles,69,s24_2360,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,small
10110,43,78.15,11,3360.45,2018-03-18,2441,shipped,classic cars,90,s24_2766,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10124,32,72.7,10,2326.4,2018-05-21,2378,shipped,classic cars,90,s24_2766,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10148,21,73.6,4,1545.6,2018-09-11,2266,shipped,classic cars,90,s24_2766,"anna's decorations, ltd",02 9936 8555,201 miller street,north sydney,2060,australia,o'hara,anna,small
10161,20,107.23,3,2144.6,2018-10-17,2231,shipped,classic cars,90,s24_2766,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,small
10172,22,74.51,1,1639.22,2018-11-05,2213,shipped,classic cars,90,s24_2766,gift depot inc.,2035552570,25593 south bay ln.,bridgewater,97562,usa,king,julie,small
10182,36,73.6,14,2649.6,2018-11-12,2207,shipped,classic cars,90,s24_2766,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10192,46,83.6,2,3845.6,2018-11-20,2200,shipped,classic cars,90,s24_2766,online diecast creations co.,6035558647,2304 long airport avenue,nashua,62005,usa,young,valarie,medium
10204,47,96.32,8,4527.04,2018-12-02,2189,shipped,classic cars,90,s24_2766,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
10212,45,88.14,1,3966.3,2019-01-16,2145,shipped,classic cars,90,s24_2766,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10227,47,88.14,14,4142.58,2019-03-02,2101,shipped,classic cars,90,s24_2766,"saveley & henriot, co.",78.32.5555,"2, rue du commerce",lyon,69004,france,saveley,mary,medium
10241,47,94.5,6,4441.5,2019-04-13,2060,shipped,classic cars,90,s24_2766,mini caravy,88.60.1555,"24, place kluber",strasbourg,67000,france,citeaux,frederique,medium
10267,38,87.24,3,3315.12,2019-07-07,1976,shipped,classic cars,90,s24_2766,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,medium
10279,49,79.97,3,3918.53,2019-08-09,1944,shipped,classic cars,90,s24_2766,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,medium
10288,35,80.87,9,2830.45,2019-09-01,1922,shipped,classic cars,90,s24_2766,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,small
10302,49,108.14,5,5298.86,2018-10-06,2253,shipped,classic cars,90,s24_2766,"uk collectables, ltd.",(171) 555-2282,berkeley gardens 12  brewery,liverpool,wx1 6lt,uk,devon,elizabeth,medium
10311,28,93.6,4,2620.8,2019-10-16,1879,shipped,classic cars,90,s24_2766,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10321,30,72.7,1,2181.0,2019-11-04,1861,shipped,classic cars,90,s24_2766,fungiftideas.com,5085552555,1785 first street,new bedford,50553,usa,benitez,violeta,small
10332,39,86.72,7,3382.08,2019-11-17,1849,shipped,classic cars,90,s24_2766,"av stores, co.",(171) 555-1555,fauntleroy circus,manchester,ec2 5nt,uk,ashworth,victoria,medium
10346,25,115.07,1,2876.75,2019-11-29,1838,shipped,classic cars,90,s24_2766,signal gift stores,7025551838,8489 strong st.,las vegas,83030,usa,king,sue,small
10368,40,102.68,2,4107.2,2020-01-19,1788,shipped,classic cars,90,s24_2766,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,medium
10380,36,37.5,6,1350.0,2020-02-16,1761,shipped,classic cars,90,s24_2766,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10407,76,94.5,6,7182.0,2020-04-22,1696,on hold,classic cars,90,s24_2766,the sharp gifts warehouse,4085553659,3086 ingle ln.,san jose,94217,usa,frick,sue,large
10420,39,100.87,9,3933.93,2020-05-29,1660,in process,classic cars,90,s24_2766,souveniers and things co.,+61 2 9495 8555,"monitor money building, 815 pacific hwy",chatswood,2067,australia,huxley,adrian,medium
10104,44,39.6,10,1742.4,2018-01-31,2510,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10114,24,30.06,1,721.44,2018-04-01,2451,shipped,classic cars,35,s24_2840,"la corne d'abondance, co.",(1) 42.34.2555,"265, boulevard charonne",paris,75012,france,bertrand,marie,small
10127,39,38.19,12,1489.41,2018-06-03,2389,shipped,classic cars,35,s24_2840,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,small
10141,21,42.43,6,891.03,2018-08-01,2331,shipped,classic cars,35,s24_2840,suominen souveniers,+358 9 8045 555,"software engineering center, sec oy",espoo,fin-02271,finland,suominen,kalle,small
10151,30,40.31,4,1209.3,2018-09-21,2281,shipped,classic cars,35,s24_2840,"oulu toy supplies, inc.",981-443655,torikatu 38,oulu,90110,finland,koskitalo,pirkko,small
10165,27,31.82,13,859.14,2018-10-22,2251,shipped,classic cars,35,s24_2840,"dragon souveniers, ltd.",+65 221 7555,"bronz sok., bronz apt. 3/6 tesvikiye",singapore,79903,singapore,natividad,eric,small
10175,37,31.12,2,1151.44,2018-11-06,2237,shipped,classic cars,35,s24_2840,"stylish desk decors, co.",(171) 555-0297,35 king george,london,wx3 6fw,uk,brown,ann,small
10184,42,31.82,7,1336.44,2018-11-14,2230,shipped,classic cars,35,s24_2840,"iberia gift imports, corp.",(95) 555 82 82,"c/ romero, 33",sevilla,41101,spain,roel,jose pedro,small
10195,32,28.29,7,905.28,2018-11-25,2220,shipped,classic cars,35,s24_2840,mini classics,9145554562,3758 north pendale street,white plains,24067,usa,frick,steve,small
10207,42,29.7,8,1247.4,2018-12-09,2207,shipped,classic cars,35,s24_2840,diecast collectables,6175552555,6251 ingle ln.,boston,51003,usa,franco,valarie,small
10219,21,40.31,3,846.51,2019-02-10,2145,shipped,classic cars,35,s24_2840,signal collectibles ltd.,4155554312,2793 furth circle,brisbane,94217,usa,taylor,sue,small
10229,33,32.88,2,1085.04,2019-03-11,2117,shipped,classic cars,35,s24_2840,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10246,49,36.07,6,1767.43,2019-05-05,2063,shipped,classic cars,35,s24_2840,euro shopping channel,(91) 555 94 44,"c/ moralzarzal, 86",madrid,28034,spain,freyre,diego,small
10259,31,33.24,5,1030.44,2019-06-15,2023,shipped,classic cars,35,s24_2840,handji gifts& co,+65 224 1555,village close - 106 linden road sandown,singapore,69045,singapore,victorino,wendy,small
10271,38,41.72,6,1585.36,2019-07-20,1989,shipped,classic cars,35,s24_2840,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10281,20,40.66,2,813.2,2019-08-19,1960,shipped,classic cars,35,s24_2840,diecast classics inc.,2155551555,7586 pompton st.,allentown,70267,usa,yu,kyung,small
10292,39,30.06,9,1172.34,2019-09-08,1941,shipped,classic cars,35,s24_2840,land of toys inc.,2125557818,897 long airport avenue,nyc,10022,usa,yu,kwai,small
10305,48,31.47,6,1510.56,2019-10-13,1907,shipped,classic cars,35,s24_2840,marta's replicas co.,6175558555,39323 spinnaker dr.,cambridge,51247,usa,hernandez,marta,small
10314,39,37.13,15,1448.07,2019-10-22,1899,shipped,classic cars,35,s24_2840,heintze collectables,86 21 3555,smagsloget 45,aaarhus,8200,denmark,ibsen,palle,small
10324,30,111.27,9,3338.1,2019-11-05,1886,shipped,classic cars,35,s24_2840,vitachrome inc.,2125551500,2678 kingston rd.,nyc,10022,usa,frick,michael,medium
10335,33,37.13,2,1225.29,2019-11-19,1873,shipped,classic cars,35,s24_2840,mini gifts distributors ltd.,4155551450,5677 strong st.,san rafael,97562,usa,nelson,valarie,small
10349,36,37.13,3,1336.68,2019-12-01,1862,shipped,classic cars,35,s24_2840,muscle machine inc,2125557413,4092 furth circle,nyc,10022,usa,young,jeff,small
